Fecha;Precio
18/05/2018;2.922,01
21/05/2018;2.876,00
22/05/2018;2.852,80
23/05/2018;2.875,50
24/05/2018;2.853,00
25/05/2018;2.878,00
28/05/2018;2.879,00
29/05/2018;2.906,15
30/05/2018;2.877,50
31/05/2018;2.890,35
1/06/2018;2.868,91
4/06/2018;2.862,39
5/06/2018;2.853,28
6/06/2018;2.829,95
7/06/2018;2.848,11
8/06/2018;2.858,55
11/06/2018;2.868,00
12/06/2018;2.861,62
13/06/2018;2.858,50
14/06/2018;2.863,35
15/06/2018;2.895,50
18/06/2018;2.924,05
19/06/2018;2.923,25
20/06/2018;2.925,00
21/06/2018;2.953,50
22/06/2018;2.916,50
25/06/2018;2.918,30
26/06/2018;2.930,50
27/06/2018;2.946,50
28/06/2018;2.949,68
29/06/2018;2.931,05
2/07/2018;2.931,05
3/07/2018;2.908,15
4/07/2018;2.909,30
5/07/2018;2.876,90
6/07/2018;2.873,95
9/07/2018;2.883,50
10/07/2018;2.870,98
11/07/2018;2.895,90
12/07/2018;2.874,80
13/07/2018;2.859,20
16/07/2018;2.875,50
17/07/2018;2.870,00
18/07/2018;2.865,17
19/07/2018;2.882,43
20/07/2018;2.871,00
23/07/2018;2.908,20
24/07/2018;2.895,00
25/07/2018;2.884,50
26/07/2018;2.883,68
27/07/2018;2.887,00
30/07/2018;2.872,50
31/07/2018;2.890,50
1/08/2018;2.896,50
2/08/2018;2.905,50
3/08/2018;2.892,60
6/08/2018;2.900,80
7/08/2018;2.896,00
8/08/2018;2.910,35
9/08/2018;2.912,50
10/08/2018;2.944,00
13/08/2018;3.004,35
14/08/2018;3.013,74
15/08/2018;3.049,50
16/08/2018;3.021,65
17/08/2018;3.033,50
20/08/2018;3.032,68
21/08/2018;2.979,00
22/08/2018;2.960,00
23/08/2018;2.987,20
24/08/2018;2.957,50
27/08/2018;2.942,00
28/08/2018;2.988,75
29/08/2018;3.000,50
30/08/2018;3.032,25
31/08/2018;3.051,50
3/09/2018;3.053,50
4/09/2018;3.091,25
5/09/2018;3.097,00
6/09/2018;3.086,01
7/09/2018;3.059,00
10/09/2018;3.088,30
11/09/2018;3.081,90
12/09/2018;3.045,75
13/09/2018;3.016,36
14/09/2018;3.022,50
17/09/2018;3.019,20
18/09/2018;3.014,40
19/09/2018;3.030,45
20/09/2018;3.005,50
21/09/2018;2.999,00
24/09/2018;3.002,49
25/09/2018;3.002,20
26/09/2018;2.999,80
27/09/2018;2.986,53
28/09/2018;2.962,80
1/10/2018;3.000,00
2/10/2018;3.018,30
3/10/2018;3.016,00
4/10/2018;3.034,78
5/10/2018;3.032,75
8/10/2018;3.046,38
9/10/2018;3.060,39
10/10/2018;3.094,00
11/10/2018;3.090,65
12/10/2018;3.097,00
15/10/2018;3.094,57
16/10/2018;3.052,00
17/10/2018;3.067,11
18/10/2018;3.092,00
19/10/2018;3.079,05
22/10/2018;3.086,30
23/10/2018;3.121,00
24/10/2018;3.166,00
25/10/2018;3.171,00
26/10/2018;3.181,00
29/10/2018;3.187,00
30/10/2018;3.207,00
31/10/2018;3.219,51
1/11/2018;3.194,10
2/11/2018;3.186,26
5/11/2018;3.182,00
6/11/2018;3.147,50
7/11/2018;3.129,01
8/11/2018;3.152,95
9/11/2018;3.180,00
12/11/2018;3.178,00
13/11/2018;3.188,31
14/11/2018;3.204,20
15/11/2018;3.190,00
16/11/2018;3.168,35
19/11/2018;3.175,95
20/11/2018;3.197,60
21/11/2018;3.192,91
22/11/2018;3.191,00
23/11/2018;3.228,00
26/11/2018;3.244,75
27/11/2018;3.263,40
28/11/2018;3.271,00
29/11/2018;3.238,95
30/11/2018;3.234,00
3/12/2018;3.189,00
4/12/2018;3.176,20
5/12/2018;3.159,86
6/12/2018;3.186,50
7/12/2018;3.148,50
10/12/2018;3.191,30
11/12/2018;3.186,00
12/12/2018;3.169,50
13/12/2018;3.179,75
14/12/2018;3.195,10
17/12/2018;3.180,00
18/12/2018;3.206,18
19/12/2018;3.218,77
20/12/2018;3.270,00
21/12/2018;3.294,00
24/12/2018;3.295,00
25/12/2018;3.295,00
26/12/2018;3.285,00
27/12/2018;3.275,50
28/12/2018;3.247,50
31/12/2018;3.247,50
1/01/2019;3.247,50
2/01/2019;3.239,00
3/01/2019;3.244,50
4/01/2019;3.193,15
7/01/2019;3.181,99
8/01/2019;3.151,20
9/01/2019;3.136,00
10/01/2019;3.137,65
11/01/2019;3.139,15
14/01/2019;3.139,60
15/01/2019;3.141,28
16/01/2019;3.117,60
17/01/2019;3.132,55
18/01/2019;3.124,00
21/01/2019;3.126,50
22/01/2019;3.145,99
23/01/2019;3.151,90
24/01/2019;3.171,00
25/01/2019;3.151,99
28/01/2019;3.158,00
29/01/2019;3.154,10
30/01/2019;3.163,20
31/01/2019;3.105,00
1/02/2019;3.089,90
4/02/2019;3.087,60
5/02/2019;3.109,99
6/02/2019;3.106,00
7/02/2019;3.117,70
8/02/2019;3.116,05
11/02/2019;3.138,88
12/02/2019;3.126,25
13/02/2019;3.141,00
14/02/2019;3.151,10
15/02/2019;3.134,00
18/02/2019;3.134,00
19/02/2019;3.115,75
20/02/2019;3.110,90
21/02/2019;3.123,90
22/02/2019;3.108,50
25/02/2019;3.105,00
26/02/2019;3.083,00
27/02/2019;3.070,50
28/02/2019;3.081,50
1/03/2019;3.096,15
4/03/2019;3.095,45
5/03/2019;3.099,85
6/03/2019;3.105,95
7/03/2019;3.143,00
8/03/2019;3.173,80
11/03/2019;3.178,70
12/03/2019;3.148,50
13/03/2019;3.145,55
14/03/2019;3.142,00
15/03/2019;3.121,50
18/03/2019;3.100,00
19/03/2019;3.097,80
20/03/2019;3.088,00
21/03/2019;3.089,00
22/03/2019;3.131,80
25/03/2019;3.131,63
26/03/2019;3.155,90
27/03/2019;3.176,80
28/03/2019;3.175,45
29/03/2019;3.188,03
1/04/2019;3.142,65
2/04/2019;3.146,05
3/04/2019;3.123,50
4/04/2019;3.129,68
5/04/2019;3.124,48
8/04/2019;3.115,25
9/04/2019;3.102,95
10/04/2019;3.095,43
11/04/2019;3.120,55
12/04/2019;3.115,53
15/04/2019;3.139,93
16/04/2019;3.163,48
17/04/2019;3.158,00
18/04/2019;3.151,25
19/04/2019;3.151,25
22/04/2019;3.156,38
23/04/2019;3.180,43
24/04/2019;3.222,03
25/04/2019;3.234,35
26/04/2019;3.229,05
29/04/2019;3.250,20
30/04/2019;3.233,25
1/05/2019;3.232,25
2/05/2019;3.257,50
3/05/2019;3.237,70
6/05/2019;3.255,25
7/05/2019;3.301,15
8/05/2019;3.293,50
9/05/2019;3.276,90
10/05/2019;3.273,60
13/05/2019;3.304,73
14/05/2019;3.291,10
15/05/2019;3.284,75
16/05/2019;3.299,50
17/05/2019;3.321,53
20/05/2019;3.353,03
21/05/2019;3.341,05
22/05/2019;3.336,03
23/05/2019;3.378,13
24/05/2019;3.359,18
27/05/2019;3.359,18
28/05/2019;3.376,60
29/05/2019;3.352,80
30/05/2019;3.364,98
31/05/2019;3.380,00
3/06/2019;3.376,24
4/06/2019;3.292,33
5/06/2019;3.306,00
6/06/2019;3.291,48
7/06/2019;3.268,75
10/06/2019;3.259,31
11/06/2019;3.258,43
12/06/2019;3.268,13
13/06/2019;3.268,81
14/06/2019;3.273,25
17/06/2019;3.284,75
18/06/2019;3.255,10
19/06/2019;3.241,00
20/06/2019;3.191,00
21/06/2019;3.203,50
24/06/2019;3.196,50
25/06/2019;3.189,53
26/06/2019;3.185,73
27/06/2019;3.197,65
28/06/2019;3.212,75
1/07/2019;3.206,05
2/07/2019;3.209,86
3/07/2019;3.197,48
4/07/2019;3.194,25
5/07/2019;3.212,18
8/07/2019;3.217,43
9/07/2019;3.217,22
10/07/2019;3.205,06
11/07/2019;3.199,35
12/07/2019;3.192,75
15/07/2019;3.190,06
16/07/2019;3.200,95
17/07/2019;3.184,41
18/07/2019;3.175,50
19/07/2019;3.174,58
22/07/2019;3.178,50
23/07/2019;3.189,00
24/07/2019;3.199,78
25/07/2019;3.217,40
26/07/2019;3.239,30
29/07/2019;3.283,62
30/07/2019;3.300,01
31/07/2019;3.280,93
1/08/2019;3.340,95
2/08/2019;3.384,50
5/08/2019;3.456,50
6/08/2019;3.428,00
7/08/2019;3.447,59
8/08/2019;3.368,83
9/08/2019;3.395,50
12/08/2019;3.427,03
13/08/2019;3.412,30
14/08/2019;3.458,68
15/08/2019;3.471,80
16/08/2019;3.435,88
19/08/2019;3.435,88
20/08/2019;3.408,23
21/08/2019;3.387,38
22/08/2019;3.390,48
23/08/2019;3.424,49
26/08/2019;3.434,25
27/08/2019;3.469,98
28/08/2019;3.477,00
29/08/2019;3.439,00
30/08/2019;3.442,65
2/09/2019;3.442,65
3/09/2019;3.443,23
4/09/2019;3.395,70
5/09/2019;3.378,00
6/09/2019;3.354,75
9/09/2019;3.371,95
10/09/2019;3.362,53
11/09/2019;3.376,10
12/09/2019;3.365,50
13/09/2019;3.363,95
16/09/2019;3.364,50
17/09/2019;3.385,10
18/09/2019;3.375,50
19/09/2019;3.384,50
20/09/2019;3.417,90
23/09/2019;3.439,75
24/09/2019;3.435,75
25/09/2019;3.432,00
26/09/2019;3.447,00
27/09/2019;3.459,80
30/09/2019;3.480,00
1/10/2019;3.495,50
2/10/2019;3.496,00
3/10/2019;3.447,00
4/10/2019;3.434,50
7/10/2019;3.451,00
8/10/2019;3.451,50
9/10/2019;3.466,50
10/10/2019;3.459,99
11/10/2019;3.429,20
14/10/2019;3.429,20
15/10/2019;3.452,50
16/10/2019;3.459,00
17/10/2019;3.451,00
18/10/2019;3.426,50
21/10/2019;3.449,00
22/10/2019;3.431,00
23/10/2019;3.393,36
24/10/2019;3.406,05
25/10/2019;3.396,00
28/10/2019;3.382,50
29/10/2019;3.376,00
30/10/2019;3.390,40
31/10/2019;3.380,00
1/11/2019;3.321,50
4/11/2019;3.322,50
5/11/2019;3.310,50
6/11/2019;3.338,65
7/11/2019;3.319,00
8/11/2019;3.339,00
11/11/2019;3.339,00
12/11/2019;3.409,95
13/11/2019;3.428,25
14/11/2019;3.454,00
15/11/2019;3.426,95
18/11/2019;3.442,50
19/11/2019;3.440,10
20/11/2019;3.443,10
21/11/2019;3.420,90
22/11/2019;3.426,00
25/11/2019;3.436,25
26/11/2019;3.476,50
27/11/2019;3.505,50
28/11/2019;3.513,00
29/11/2019;3.518,00
2/12/2019;3.504,00
3/12/2019;3.503,50
4/12/2019;3.471,00
5/12/2019;3.464,00
6/12/2019;3.424,50
9/12/2019;3.416,00
10/12/2019;3.406,50
11/12/2019;3.376,24
12/12/2019;3.372,00
13/12/2019;3.386,00
16/12/2019;3.354,00
17/12/2019;3.342,09
18/12/2019;3.325,50
19/12/2019;3.316,00
20/12/2019;3.332,50
23/12/2019;3.312,00
24/12/2019;3.298,00
25/12/2019;3.299,84
26/12/2019;3.289,25
27/12/2019;3.300,25
30/12/2019;3.284,76
31/12/2019;3.287,23
1/01/2020;3.287,23
2/01/2020;3.254,00
3/01/2020;3.254,00
6/01/2020;3.246,21
7/01/2020;3.262,50
8/01/2020;3.247,00
9/01/2020;3.255,50
10/01/2020;3.272,20
13/01/2020;3.270,75
14/01/2020;3.288,60
15/01/2020;3.297,00
16/01/2020;3.322,85
17/01/2020;3.332,50
20/01/2020;3.332,50
21/01/2020;3.356,10
22/01/2020;3.331,50
23/01/2020;3.360,00
24/01/2020;3.365,00
27/01/2020;3.400,90
28/01/2020;3.393,00
29/01/2020;3.387,50
30/01/2020;3.410,50
31/01/2020;3.420,00
3/02/2020;3.395,50
4/02/2020;3.362,10
5/02/2020;3.364,80
6/02/2020;3.379,77
7/02/2020;3.416,00
10/02/2020;3.456,50
11/02/2020;3.420,35
12/02/2020;3.388,00
13/02/2020;3.376,50
14/02/2020;3.391,50
17/02/2020;3.397,22
18/02/2020;3.403,90
19/02/2020;3.385,50
20/02/2020;3.404,40
21/02/2020;3.381,00
24/02/2020;3.430,20
25/02/2020;3.436,50
26/02/2020;3.458,00
27/02/2020;3.502,00
28/02/2020;3.527,00
2/03/2020;3.462,00
3/03/2020;3.463,22
4/03/2020;3.476,00
5/03/2020;3.537,00
6/03/2020;3.589,25
9/03/2020;3.813,01
10/03/2020;3.765,00
11/03/2020;3.891,50
12/03/2020;4.028,00
13/03/2020;4.031,00
16/03/2020;4.080,00
17/03/2020;3.998,50
18/03/2020;4.158,00
19/03/2020;4.089,22
20/03/2020;4.118,00
23/03/2020;4.180,00
24/03/2020;4.111,88
25/03/2020;4.066,00
26/03/2020;3.981,00
27/03/2020;4.025,00
30/03/2020;4.063,00
31/03/2020;4.060,00
1/04/2020;4.087,00
2/04/2020;4.039,00
3/04/2020;4.029,00
6/04/2020;3.981,36
7/04/2020;3.906,00
8/04/2020;3.899,01
9/04/2020;3.830,44
10/04/2020;3.827,00
13/04/2020;3.868,35
14/04/2020;3.851,00
15/04/2020;3.916,47
16/04/2020;3.975,40
17/04/2020;3.936,25
20/04/2020;3.974,80
21/04/2020;4.045,42
22/04/2020;4.030,21
23/04/2020;4.019,76
24/04/2020;4.043,00
27/04/2020;4.057,36
28/04/2020;4.035,26
29/04/2020;3.921,50
30/04/2020;3.960,05
1/05/2020;3.959,00
4/05/2020;3.985,31
5/05/2020;3.929,99
6/05/2020;3.962,26
7/05/2020;3.920,89
8/05/2020;3.893,00
11/05/2020;3.894,41
12/05/2020;3.881,01
13/05/2020;3.910,01
14/05/2020;3.940,06
15/05/2020;3.911,28
18/05/2020;3.852,50
19/05/2020;3.836,00
20/05/2020;3.813,55
21/05/2020;3.767,88
22/05/2020;3.775,03
25/05/2020;3.778,46
26/05/2020;3.729,27
27/05/2020;3.734,90
28/05/2020;3.696,67
29/05/2020;3.730,00
1/06/2020;3.716,89
2/06/2020;3.634,15
3/06/2020;3.607,00
4/06/2020;3.582,00
5/06/2020;3.573,20
8/06/2020;3.608,61
9/06/2020;3.654,16
10/06/2020;3.672,00
11/06/2020;3.769,89
12/06/2020;3.778,50
15/06/2020;3.779,43
16/06/2020;3.747,00
17/06/2020;3.747,79
18/06/2020;3.755,37
19/06/2020;3.748,00
22/06/2020;3.727,50
23/06/2020;3.700,00
24/06/2020;3.728,51
25/06/2020;3.731,50
26/06/2020;3.751,00
29/06/2020;3.752,66
30/06/2020;3.755,16
1/07/2020;3.714,50
2/07/2020;3.645,50
3/07/2020;3.650,05
6/07/2020;3.637,01
7/07/2020;3.626,01
8/07/2020;3.638,26
9/07/2020;3.620,74
10/07/2020;3.610,00
13/07/2020;3.617,48
14/07/2020;3.624,00
15/07/2020;3.620,80
16/07/2020;3.640,72
17/07/2020;3.653,10
20/07/2020;3.650,07
21/07/2020;3.623,01
22/07/2020;3.637,00
23/07/2020;3.665,69
24/07/2020;3.694,00
27/07/2020;3.674,17
28/07/2020;3.724,01
29/07/2020;3.706,01
30/07/2020;3.722,50
31/07/2020;3.733,33
3/08/2020;3.765,83
4/08/2020;3.781,01
5/08/2020;3.776,00
6/08/2020;3.743,00
7/08/2020;3.743,00
10/08/2020;3.772,07
11/08/2020;3.739,17
12/08/2020;3.756,00
13/08/2020;3.768,17
14/08/2020;3.793,00
17/08/2020;3.793,00
18/08/2020;3.785,00
19/08/2020;3.757,00
20/08/2020;3.804,00
21/08/2020;3.836,00
24/08/2020;3.855,00
25/08/2020;3.865,00
26/08/2020;3.835,55
27/08/2020;3.816,00
28/08/2020;3.745,50
31/08/2020;3.741,00
1/09/2020;3.675,85
2/09/2020;3.657,00
3/09/2020;3.691,00
4/09/2020;3.715,01
7/09/2020;3.715,00
8/09/2020;3.738,50
9/09/2020;3.710,65
10/09/2020;3.710,11
11/09/2020;3.705,51
14/09/2020;3.689,13
15/09/2020;3.689,00
16/09/2020;3.686,31
17/09/2020;3.713,80
18/09/2020;3.728,88
21/09/2020;3.780,23
22/09/2020;3.819,34
23/09/2020;3.853,75
24/09/2020;3.825,00
25/09/2020;3.885,00
28/09/2020;3.871,25
29/09/2020;3.885,20
30/09/2020;3.825,25
1/10/2020;3.843,25
2/10/2020;3.869,75
5/10/2020;3.827,84
6/10/2020;3.831,25
7/10/2020;3.842,45
8/10/2020;3.837,75
9/10/2020;3.823,50
12/10/2020;3.823,50
13/10/2020;3.860,00
14/10/2020;3.837,00
15/10/2020;3.848,25
16/10/2020;3.846,10
19/10/2020;3.842,75
20/10/2020;3.823,00
21/10/2020;3.764,50
22/10/2020;3.782,00
23/10/2020;3.787,50
26/10/2020;3.812,85
27/10/2020;3.807,60
28/10/2020;3.828,50
29/10/2020;3.859,75
30/10/2020;3.868,85
2/11/2020;3.863,10
3/11/2020;3.817,50
4/11/2020;3.813,57
5/11/2020;3.751,75
6/11/2020;3.720,75
9/11/2020;3.647,08
10/11/2020;3.627,75
11/11/2020;3.634,00
12/11/2020;3.641,55
13/11/2020;3.640,90
16/11/2020;3.635,65
17/11/2020;3.642,50
18/11/2020;3.641,50
19/11/2020;3.647,95
20/11/2020;3.630,95
23/11/2020;3.645,55
24/11/2020;3.634,00
25/11/2020;3.615,70
26/11/2020;3.615,70
27/11/2020;3.604,90
30/11/2020;3.594,25
1/12/2020;3.546,50
2/12/2020;3.520,02
3/12/2020;3.466,50
4/12/2020;3.464,00
7/12/2020;3.488,00
8/12/2020;3.488,50
9/12/2020;3.474,00
10/12/2020;3.417,95
11/12/2020;3.435,60
14/12/2020;3.425,50
15/12/2020;3.417,20
16/12/2020;3.418,11
17/12/2020;3.411,85
18/12/2020;3.417,25
21/12/2020;3.428,75
22/12/2020;3.462,75
23/12/2020;3.497,75
24/12/2020;3.512,75
25/12/2020;3.512,75
28/12/2020;3.496,25
29/12/2020;3.472,00
30/12/2020;3.419,50
31/12/2020;3.414,50
1/01/2021;3.414,50
4/01/2021;3.447,50
5/01/2021;3.441,25
6/01/2021;3.412,30
7/01/2021;3.486,99
8/01/2021;3.466,40
11/01/2021;3.492,25
12/01/2021;3.474,75
13/01/2021;3.474,69
14/01/2021;3.444,31
15/01/2021;3.459,98
18/01/2021;3.475,88
19/01/2021;3.489,53
20/01/2021;3.464,88
21/01/2021;3.479,66
22/01/2021;3.525,58
25/01/2021;3.585,88
26/01/2021;3.611,63
27/01/2021;3.604,13
28/01/2021;3.558,63
29/01/2021;3.567,63
1/02/2021;3.571,13
2/02/2021;3.527,33
3/02/2021;3.533,83
4/02/2021;3.556,44
5/02/2021;3.553,75
8/02/2021;3.569,25
9/02/2021;3.574,55
10/02/2021;3.557,75
11/02/2021;3.524,50
12/02/2021;3.494,50
15/02/2021;3.489,00
16/02/2021;3.520,45
17/02/2021;3.525,70
18/02/2021;3.544,83
19/02/2021;3.569,30
22/02/2021;3.591,00
23/02/2021;3.592,00
24/02/2021;3.562,50
25/02/2021;3.607,95
26/02/2021;3.644,50
1/03/2021;3.618,00
2/03/2021;3.654,50
3/03/2021;3.679,34
4/03/2021;3.643,15
5/03/2021;3.633,40
8/03/2021;3.602,95
9/03/2021;3.590,75
10/03/2021;3.551,00
11/03/2021;3.553,50
12/03/2021;3.573,50
15/03/2021;3.554,00
16/03/2021;3.557,75
17/03/2021;3.569,25
18/03/2021;3.545,10
19/03/2021;3.556,90
22/03/2021;3.557,40
23/03/2021;3.616,75
24/03/2021;3.646,65
25/03/2021;3.665,25
26/03/2021;3.687,14
29/03/2021;3.716,24
30/03/2021;3.727,25
31/03/2021;3.658,95
1/04/2021;3.654,20
2/04/2021;3.654,20
5/04/2021;3.672,75
6/04/2021;3.635,25
7/04/2021;3.653,09
8/04/2021;3.627,55
9/04/2021;3.658,00
12/04/2021;3.663,50
13/04/2021;3.667,00
14/04/2021;3.655,30
15/04/2021;3.610,50
16/04/2021;3.601,88
19/04/2021;3.625,50
20/04/2021;3.641,50
21/04/2021;3.612,50
22/04/2021;3.633,85
23/04/2021;3.627,00
26/04/2021;3.693,13
27/04/2021;3.716,00
28/04/2021;3.694,13
29/04/2021;3.713,23
30/04/2021;3.751,43
3/05/2021;3.802,00
4/05/2021;3.825,75
5/05/2021;3.848,38
6/05/2021;3.801,38
7/05/2021;3.747,38
10/05/2021;3.704,18
11/05/2021;3.709,38
12/05/2021;3.747,88
13/05/2021;3.718,48
14/05/2021;3.682,88
17/05/2021;3.682,88
18/05/2021;3.651,56
19/05/2021;3.683,45
20/05/2021;3.715,05
21/05/2021;3.744,75
24/05/2021;3.732,25
25/05/2021;3.737,25
26/05/2021;3.740,75
27/05/2021;3.719,46
28/05/2021;3.705,75
31/05/2021;3.705,75
1/06/2021;3.664,05
2/06/2021;3.651,25
3/06/2021;3.658,75
4/06/2021;3.605,25
7/06/2021;3.605,25
8/06/2021;3.592,35
9/06/2021;3.586,93
10/06/2021;3.603,75
11/06/2021;3.652,25
14/06/2021;3.652,25
15/06/2021;3.695,75
16/06/2021;3.671,75
17/06/2021;3.726,00
18/06/2021;3.766,00
21/06/2021;3.757,05
22/06/2021;3.779,10
23/06/2021;3.781,05
24/06/2021;3.763,25
25/06/2021;3.742,15
28/06/2021;3.700,00
29/06/2021;3.764,50
30/06/2021;3.747,00
1/07/2021;3.776,00
2/07/2021;3.739,00
5/07/2021;3.739,00
6/07/2021;3.775,50
7/07/2021;3.828,00
8/07/2021;3.837,00
9/07/2021;3.827,00
12/07/2021;3.818,10
13/07/2021;3.819,20
14/07/2021;3.790,02
15/07/2021;3.812,02
16/07/2021;3.813,60
19/07/2021;3.831,50
20/07/2021;3.831,50
21/07/2021;3.851,00
22/07/2021;3.866,20
23/07/2021;3.885,00
26/07/2021;3.909,50
27/07/2021;3.928,00
28/07/2021;3.867,50
29/07/2021;3.843,60
30/07/2021;3.874,00
2/08/2021;3.887,50
3/08/2021;3.905,75
4/08/2021;3.899,00
5/08/2021;3.914,00
6/08/2021;3.963,10
9/08/2021;3.993,35
10/08/2021;3.964,00
11/08/2021;3.938,20
12/08/2021;3.855,00
13/08/2021;3.838,20
16/08/2021;3.838,20
17/08/2021;3.876,00
18/08/2021;3.847,50
19/08/2021;3.866,40
20/08/2021;3.870,00
23/08/2021;3.879,95
24/08/2021;3.865,00
25/08/2021;3.863,50
26/08/2021;3.865,75
27/08/2021;3.824,91
30/08/2021;3.812,65
31/08/2021;3.766,68
1/09/2021;3.757,53
2/09/2021;3.792,53
3/09/2021;3.797,53
6/09/2021;3.797,53
7/09/2021;3.797,53
8/09/2021;3.814,08
9/09/2021;3.841,23
10/09/2021;3.832,53
13/09/2021;3.828,13
14/09/2021;3.828,02
15/09/2021;3.812,53
16/09/2021;3.814,70
17/09/2021;3.825,03
20/09/2021;3.841,53
21/09/2021;3.834,78
22/09/2021;3.830,53
23/09/2021;3.831,53
24/09/2021;3.832,10
27/09/2021;3.840,78
28/09/2021;3.831,53
29/09/2021;3.833,53
30/09/2021;3.805,33
1/10/2021;3.787,53
4/10/2021;3.787,53
5/10/2021;3.781,03
6/10/2021;3.785,53
7/10/2021;3.772,03
8/10/2021;3.764,88
11/10/2021;3.750,53
12/10/2021;3.719,03
13/10/2021;3.737,53
14/10/2021;3.767,03
15/10/2021;3.761,20
18/10/2021;3.766,53
19/10/2021;3.764,33
20/10/2021;3.765,62
21/10/2021;3.778,53
22/10/2021;3.765,53
25/10/2021;3.764,53
26/10/2021;3.766,48
27/10/2021;3.757,53
28/10/2021;3.775,23
29/10/2021;3.757,53
1/11/2021;3.757,53
2/11/2021;3.796,53
3/11/2021;3.827,63
4/11/2021;3.869,53
5/11/2021;3.870,03
8/11/2021;3.874,53
9/11/2021;3.864,52
10/11/2021;3.875,03
11/11/2021;3.876,53
12/11/2021;3.880,33
15/11/2021;3.882,33
16/11/2021;3.892,53
17/11/2021;3.916,53
18/11/2021;3.926,75
19/11/2021;3.908,23
22/11/2021;3.919,98
23/11/2021;3.944,23
24/11/2021;3.968,73
25/11/2021;3.975,23
26/11/2021;4.001,23
29/11/2021;4.029,23
30/11/2021;3.992,20
1/12/2021;3.963,76
2/12/2021;3.934,20
3/12/2021;3.963,40
6/12/2021;3.929,10
7/12/2021;3.907,58
8/12/2021;3.890,60
9/12/2021;3.899,60
10/12/2021;3.896,60
13/12/2021;3.887,35
14/12/2021;4.002,60
15/12/2021;3.996,90
16/12/2021;4.015,40
17/12/2021;3.970,92
20/12/2021;4.003,10
21/12/2021;3.998,50
22/12/2021;3.996,59
23/12/2021;3.996,60
24/12/2021;3.987,60
27/12/2021;3.996,60
28/12/2021;4.005,60
29/12/2021;4.034,46
30/12/2021;4.065,41
31/12/2021;4.065,41
3/01/2022;4.066,60
4/01/2022;4.076,80
5/01/2022;4.022,10
6/01/2022;4.030,51
7/01/2022;4.047,06
10/01/2022;4.047,06
11/01/2022;3.987,91
12/01/2022;3.970,51
13/01/2022;3.963,41
14/01/2022;4.003,26
17/01/2022;4.003,26
18/01/2022;4.033,20
19/01/2022;3.990,36
20/01/2022;3.971,01
21/01/2022;3.952,44
24/01/2022;3.971,91
25/01/2022;3.963,56
26/01/2022;3.924,22
27/01/2022;3.956,63
28/01/2022;3.951,63
31/01/2022;3.941,41
1/02/2022;3.919,13
2/02/2022;3.928,64
3/02/2022;3.950,06
4/02/2022;3.946,18
7/02/2022;3.959,23
8/02/2022;3.941,63
9/02/2022;3.930,16
10/02/2022;3.916,44
11/02/2022;3.921,42
14/02/2022;3.941,48
15/02/2022;3.947,59
16/02/2022;3.960,41
17/02/2022;3.930,35
18/02/2022;3.928,01
21/02/2022;3.931,01
22/02/2022;3.926,01
23/02/2022;3.909,01
24/02/2022;3.923,01
25/02/2022;3.909,55
28/02/2022;3.933,01
1/03/2022;3.879,01
2/03/2022;3.834,01
3/03/2022;3.755,45
4/03/2022;3.826,01
7/03/2022;3.809,01
8/03/2022;3.767,06
9/03/2022;3.739,01
10/03/2022;3.818,01
11/03/2022;3.816,01
14/03/2022;3.793,61
15/03/2022;3.825,01
16/03/2022;3.831,01
17/03/2022;3.821,01
18/03/2022;3.814,76
21/03/2022;3.796,01
22/03/2022;3.756,52
23/03/2022;3.779,51
24/03/2022;3.783,01
25/03/2022;3.790,66
28/03/2022;3.781,21
29/03/2022;3.751,16
30/03/2022;3.748,52
31/03/2022;3.767,82
1/04/2022;3.743,87
4/04/2022;3.699,32
5/04/2022;3.735,77
6/04/2022;3.746,82
7/04/2022;3.764,27
8/04/2022;3.751,82
11/04/2022;3.733,82
12/04/2022;3.748,15
13/04/2022;3.719,01
14/04/2022;3.735,27
15/04/2022;3.719,01
18/04/2022;3.728,51
19/04/2022;3.745,50
20/04/2022;3.755,41
21/04/2022;3.770,01
22/04/2022;3.852,01
25/04/2022;3.929,45
26/04/2022;3.937,65
27/04/2022;3.947,95
28/04/2022;3.977,90
29/04/2022;3.950,95
2/05/2022;4.002,93
3/05/2022;4.022,95
4/05/2022;4.061,20
5/05/2022;4.081,20
6/05/2022;4.050,70
9/05/2022;4.083,95
10/05/2022;4.070,95
11/05/2022;4.076,70
12/05/2022;4.102,93
13/05/2022;4.103,45
16/05/2022;4.047,95
17/05/2022;4.023,45
18/05/2022;4.065,91
19/05/2022;4.047,67
20/05/2022;3.964,95
23/05/2022;3.972,95
24/05/2022;3.969,28
25/05/2022;3.930,55
26/05/2022;3.914,95
27/05/2022;3.926,45
30/05/2022;3.792,95
31/05/2022;3.760,60
1/06/2022;3.792,60
2/06/2022;3.764,60
3/06/2022;3.766,10
6/06/2022;3.783,60
7/06/2022;3.777,60
8/06/2022;3.795,60
9/06/2022;3.838,66
10/06/2022;3.935,00
13/06/2022;3.961,60
14/06/2022;3.959,50
15/06/2022;3.883,50
16/06/2022;3.890,95
17/06/2022;3.897,94
20/06/2022;3.897,94
21/06/2022;4.010,75
22/06/2022;4.014,88
23/06/2022;4.096,13
24/06/2022;4.131,10
27/06/2022;4.123,60
28/06/2022;4.086,60
29/06/2022;4.107,60
30/06/2022;4.141,97
1/07/2022;4.195,65
