Fecha;Precio
4/07/2022;4.195,65
5/07/2022;4.270,60
6/07/2022;4.344,10
7/07/2022;4.385,60
8/07/2022;4.411,10
11/07/2022;4.569,48
12/07/2022;4.622,05
13/07/2022;4.485,65
14/07/2022;4.482,60
15/07/2022;4.349,60
18/07/2022;4.296,25
19/07/2022;4.313,20
20/07/2022;4.344,25
21/07/2022;4.414,80
22/07/2022;4.453,25
25/07/2022;4.456,05
26/07/2022;4.433,29
27/07/2022;4.415,60
28/07/2022;4.361,60
29/07/2022;4.277,60
1/08/2022;4.268,10
2/08/2022;4.314,60
3/08/2022;4.296,20
4/08/2022;4.285,60
5/08/2022;4.335,70
8/08/2022;4.306,96
9/08/2022;4.344,13
10/08/2022;4.268,13
11/08/2022;4.225,13
12/08/2022;4.156,13
15/08/2022;4.157,13
16/08/2022;4.248,54
17/08/2022;4.338,09
18/08/2022;4.383,54
19/08/2022;4.369,95
22/08/2022;4.392,93
23/08/2022;4.350,95
24/08/2022;4.403,95
25/08/2022;4.388,35
26/08/2022;4.394,06
29/08/2022;4.359,95
30/08/2022;4.415,45
31/08/2022;4.423,00
1/09/2022;4.480,95
2/09/2022;4.479,45
5/09/2022;4.457,95
6/09/2022;4.473,95
7/09/2022;4.393,25
8/09/2022;4.390,70
9/09/2022;4.345,95
12/09/2022;4.354,20
13/09/2022;4.405,45
14/09/2022;4.385,45
15/09/2022;4.412,80
16/09/2022;4.429,91
19/09/2022;4.401,71
20/09/2022;4.420,96
21/09/2022;4.402,71
22/09/2022;4.359,81
23/09/2022;4.432,63
26/09/2022;4.535,73
27/09/2022;4.548,13
28/09/2022;4.484,13
29/09/2022;4.522,82
30/09/2022;4.604,13
3/10/2022;4.524,14
4/10/2022;4.490,63
5/10/2022;4.576,03
6/10/2022;4.607,63
7/10/2022;4.614,13
10/10/2022;4.600,15
11/10/2022;4.601,38
12/10/2022;4.602,03
13/10/2022;4.569,83
14/10/2022;4.692,13
17/10/2022;4.729,13
18/10/2022;4.756,23
19/10/2022;4.834,13
20/10/2022;4.892,25
21/10/2022;4.906,35
24/10/2022;4.978,25
25/10/2022;4.963,45
26/10/2022;4.871,14
27/10/2022;4.787,08
28/10/2022;4.822,08
31/10/2022;4.929,35
1/11/2022;5.003,00
2/11/2022;4.998,03
3/11/2022;5.057,94
4/11/2022;5.087,00
7/11/2022;5.104,00
8/11/2022;4.969,25
9/11/2022;4.891,81
10/11/2022;4.797,06
11/11/2022;4.801,10
14/11/2022;4.802,00
15/11/2022;4.843,00
16/11/2022;4.936,00
17/11/2022;4.994,38
18/11/2022;4.984,25
21/11/2022;4.947,00
22/11/2022;4.902,39
23/11/2022;4.876,47
24/11/2022;4.904,70
25/11/2022;4.861,60
28/11/2022;4.830,64
29/11/2022;4.806,38
30/11/2022;4.827,00
1/12/2022;4.759,60
2/12/2022;4.768,60
5/12/2022;4.832,68
6/12/2022;4.830,00
7/12/2022;4.817,18
8/12/2022;4.815,18
9/12/2022;4.806,00
12/12/2022;4.840,33
13/12/2022;4.762,00
14/12/2022;4.778,00
15/12/2022;4.791,00
16/12/2022;4.785,51
19/12/2022;4.773,88
20/12/2022;4.762,07
21/12/2022;4.765,00
22/12/2022;4.758,00
23/12/2022;4.728,33
26/12/2022;4.727,00
27/12/2022;4.762,00
28/12/2022;4.769,77
29/12/2022;4.847,00
30/12/2022;4.847,00
2/01/2023;4.848,00
3/01/2023;4.892,00
4/01/2023;4.921,57
5/01/2023;4.961,60
6/01/2023;4.859,00
9/01/2023;4.848,34
10/01/2023;4.784,00
11/01/2023;4.730,00
12/01/2023;4.681,51
13/01/2023;4.684,56
16/01/2023;4.689,88
17/01/2023;4.724,90
18/01/2023;4.689,45
19/01/2023;4.664,48
20/01/2023;4.590,00
23/01/2023;4.556,50
24/01/2023;4.513,54
25/01/2023;4.525,48
26/01/2023;4.525,20
27/01/2023;4.551,00
30/01/2023;4.650,80
31/01/2023;4.667,72
1/02/2023;4.598,05
2/02/2023;4.586,00
3/02/2023;4.695,00
6/02/2023;4.783,25
7/02/2023;4.726,06
8/02/2023;4.766,05
9/02/2023;4.742,25
10/02/2023;4.799,18
13/02/2023;4.787,31
14/02/2023;4.749,00
15/02/2023;4.895,45
16/02/2023;4.926,34
17/02/2023;4.899,45
20/02/2023;4.913,94
21/02/2023;4.953,43
22/02/2023;4.893,36
23/02/2023;4.855,40
24/02/2023;4.837,40
27/02/2023;4.758,26
28/02/2023;4.856,68
1/03/2023;4.827,81
2/03/2023;4.811,90
3/03/2023;4.784,50
6/03/2023;4.700,51
7/03/2023;4.763,00
8/03/2023;4.773,87
9/03/2023;4.743,02
10/03/2023;4.712,25
13/03/2023;4.768,00
14/03/2023;4.737,50
15/03/2023;4.862,65
16/03/2023;4.824,50
17/03/2023;4.845,50
20/03/2023;4.813,98
21/03/2023;4.807,50
22/03/2023;4.767,10
23/03/2023;4.754,50
24/03/2023;4.737,40
27/03/2023;4.673,00
28/03/2023;4.675,85
29/03/2023;4.610,96
30/03/2023;4.637,50
31/03/2023;4.651,50
3/04/2023;4.599,89
4/04/2023;4.580,62
5/04/2023;4.572,50
6/04/2023;4.568,47
7/04/2023;4.565,00
10/04/2023;4.555,50
11/04/2023;4.505,76
12/04/2023;4.459,17
13/04/2023;4.414,50
14/04/2023;4.411,53
17/04/2023;4.437,50
18/04/2023;4.485,00
19/04/2023;4.535,50
20/04/2023;4.530,50
21/04/2023;4.512,94
24/04/2023;4.461,50
25/04/2023;4.507,89
26/04/2023;4.657,50
27/04/2023;4.649,60
28/04/2023;4.695,50
1/05/2023;4.707,00
2/05/2023;4.687,50
3/05/2023;4.635,90
4/05/2023;4.604,50
5/05/2023;4.525,50
8/05/2023;4.505,50
9/05/2023;4.566,50
10/05/2023;4.551,50
11/05/2023;4.600,50
12/05/2023;4.555,00
15/05/2023;4.495,50
16/05/2023;4.535,50
17/05/2023;4.492,45
18/05/2023;4.533,75
19/05/2023;4.539,50
22/05/2023;4.525,75
23/05/2023;4.466,50
24/05/2023;4.452,50
25/05/2023;4.492,50
26/05/2023;4.434,50
29/05/2023;4.440,25
30/05/2023;4.399,00
31/05/2023;4.448,50
1/06/2023;4.388,40
2/06/2023;4.348,50
5/06/2023;4.282,00
6/06/2023;4.217,50
7/06/2023;4.221,50
8/06/2023;4.173,00
9/06/2023;4.177,50
12/06/2023;4.173,00
13/06/2023;4.177,50
14/06/2023;4.180,56
15/06/2023;4.153,75
16/06/2023;4.165,50
19/06/2023;4.168,00
20/06/2023;4.148,20
21/06/2023;4.141,50
22/06/2023;4.102,50
23/06/2023;4.186,50
26/06/2023;4.160,17
27/06/2023;4.178,50
28/06/2023;4.146,50
29/06/2023;4.182,50
30/06/2023;4.172,50
3/07/2023;4.172,00
4/07/2023;4.138,97
5/07/2023;4.125,85
6/07/2023;4.227,50
7/07/2023;4.152,00
10/07/2023;4.156,50
11/07/2023;4.171,70
12/07/2023;4.132,50
13/07/2023;4.101,50
14/07/2023;4.056,50
17/07/2023;4.010,50
18/07/2023;3.998,50
19/07/2023;3.973,00
20/07/2023;3.978,00
21/07/2023;3.957,00
24/07/2023;3.960,00
25/07/2023;3.967,50
26/07/2023;3.940,15
27/07/2023;3.965,17
28/07/2023;3.908,50
31/07/2023;3.919,50
1/08/2023;4.009,25
2/08/2023;4.062,50
3/08/2023;4.169,50
4/08/2023;4.034,00
7/08/2023;4.021,50
8/08/2023;4.077,75
9/08/2023;4.017,50
10/08/2023;3.961,50
11/08/2023;3.972,50
14/08/2023;4.040,00
15/08/2023;4.094,40
16/08/2023;4.133,00
17/08/2023;4.108,50
18/08/2023;4.113,37
21/08/2023;4.105,43
22/08/2023;4.109,70
23/08/2023;4.065,50
24/08/2023;4.098,50
25/08/2023;4.119,60
28/08/2023;4.106,50
29/08/2023;4.092,05
30/08/2023;4.100,50
31/08/2023;4.087,55
1/09/2023;4.060,70
4/09/2023;4.050,30
5/09/2023;4.087,80
6/09/2023;4.074,50
7/09/2023;4.015,50
8/09/2023;4.012,50
11/09/2023;3.991,50
12/09/2023;3.985,15
13/09/2023;3.939,50
14/09/2023;3.930,50
15/09/2023;3.927,50
18/09/2023;3.901,35
19/09/2023;3.927,50
20/09/2023;3.919,50
21/09/2023;3.947,50
22/09/2023;3.993,50
25/09/2023;4.051,50
26/09/2023;4.067,50
27/09/2023;4.110,00
28/09/2023;4.063,50
29/09/2023;4.075,00
2/10/2023;4.159,50
3/10/2023;4.222,85
4/10/2023;4.288,50
5/10/2023;4.341,50
6/10/2023;4.324,00
9/10/2023;4.313,72
10/10/2023;4.218,45
11/10/2023;4.211,50
12/10/2023;4.277,50
13/10/2023;4.234,50
16/10/2023;4.240,00
17/10/2023;4.190,10
18/10/2023;4.247,50
19/10/2023;4.273,50
20/10/2023;4.233,50
23/10/2023;4.217,50
24/10/2023;4.210,50
25/10/2023;4.180,60
26/10/2023;4.132,50
27/10/2023;4.097,50
30/10/2023;4.062,50
31/10/2023;4.115,50
1/11/2023;4.077,50
2/11/2023;4.022,50
3/11/2023;3.983,87
6/11/2023;3.978,00
7/11/2023;4.007,88
8/11/2023;4.093,00
9/11/2023;4.040,50
10/11/2023;4.023,89
13/11/2023;4.024,00
14/11/2023;3.959,21
15/11/2023;4.037,00
16/11/2023;4.084,40
17/11/2023;4.067,12
20/11/2023;4.019,50
21/11/2023;4.066,60
22/11/2023;4.065,95
23/11/2023;4.063,50
24/11/2023;4.037,50
27/11/2023;3.977,50
28/11/2023;3.947,50
29/11/2023;4.000,50
30/11/2023;4.007,57
1/12/2023;3.962,50
4/12/2023;4.017,50
5/12/2023;3.995,00
6/12/2023;4.008,34
7/12/2023;3.985,72
8/12/2023;3.984,00
11/12/2023;3.957,50
12/12/2023;3.986,27
13/12/2023;3.967,50
14/12/2023;3.965,99
15/12/2023;3.938,66
18/12/2023;3.933,50
19/12/2023;3.947,68
20/12/2023;3.935,74
21/12/2023;3.942,50
22/12/2023;3.895,34
25/12/2023;3.952,83
26/12/2023;3.852,20
27/12/2023;3.828,50
28/12/2023;3.873,00
29/12/2023;3.872,59
1/01/2024;3.884,84
2/01/2024;3.894,95
3/01/2024;3.910,84
4/01/2024;3.927,62
5/01/2024;3.887,40
8/01/2024;3.883,00
9/01/2024;3.937,50
10/01/2024;3.940,50
11/01/2024;3.914,74
12/01/2024;3.911,50
15/01/2024;3.900,50
16/01/2024;3.947,85
17/01/2024;3.956,50
18/01/2024;3.912,50
19/01/2024;3.916,10
22/01/2024;3.909,50
23/01/2024;3.948,50
24/01/2024;3.911,30
25/01/2024;3.933,00
26/01/2024;3.902,00
29/01/2024;3.927,50
30/01/2024;3.911,36
31/01/2024;3.895,50
1/02/2024;3.890,75
2/02/2024;3.938,14
5/02/2024;3.950,85
6/02/2024;3.953,60
7/02/2024;3.950,43
8/02/2024;3.940,00
9/02/2024;3.918,74
12/02/2024;3.909,01
13/02/2024;3.924,90
14/02/2024;3.917,50
15/02/2024;3.906,93
16/02/2024;3.904,07
19/02/2024;3.915,60
20/02/2024;3.923,77
21/02/2024;3.917,72
22/02/2024;3.930,26
23/02/2024;3.964,38
26/02/2024;3.955,20
27/02/2024;3.927,50
28/02/2024;3.923,00
29/02/2024;3.920,51
1/03/2024;3.939,80
4/03/2024;3.942,21
5/03/2024;3.940,06
6/03/2024;3.919,50
7/03/2024;3.913,25
8/03/2024;3.899,79
11/03/2024;3.913,94
12/03/2024;3.918,08
13/03/2024;3.901,12
14/03/2024;3.890,26
15/03/2024;3.877,50
18/03/2024;3.892,73
19/03/2024;3.875,60
20/03/2024;3.869,05
21/03/2024;3.905,66
22/03/2024;3.892,29
25/03/2024;3.894,41
26/03/2024;3.845,50
27/03/2024;3.861,29
28/03/2024;3.858,00
29/03/2024;3.857,00
1/04/2024;3.859,33
2/04/2024;3.814,90
3/04/2024;3.811,50
4/04/2024;3.780,75
5/04/2024;3.767,21
7/04/2024;3.775,09
8/04/2024;3.774,86
