Fecha;ECO;PFBCOLOM;ISA
25/10/2013;4590;26900;9350
28/10/2013;4555;26780;9320
29/10/2013;4555;26920;9400
30/10/2013;4470;26840;9490
31/10/2013;4500;26500;9360
1/11/2013;4470;26740;9480
5/11/2013;4410;26420;9450
6/11/2013;4490;26120;9230
7/11/2013;4415;25840;8960
8/11/2013;4235;25440;8870
12/11/2013;4030;25120;8720
13/11/2013;4175;25500;8800
14/11/2013;4150;25580;8880
15/11/2013;4110;25580;8860
18/11/2013;4070;25900;8750
19/11/2013;4050;25620;8870
20/11/2013;4055;25500;8600
21/11/2013;4035;25400;8700
22/11/2013;4045;25180;8630
25/11/2013;3980;24740;8690
26/11/2013;3925;24180;8800
27/11/2013;3905;24060;8900
28/11/2013;3935;24400;8860
29/11/2013;3935;24760;8620
2/12/2013;4035;24020;8700
3/12/2013;4025;24040;8970
4/12/2013;3975;23680;8570
5/12/2013;4030;24020;8800
6/12/2013;4100;24000;8700
9/12/2013;4160;24100;8920
10/12/2013;4135;23900;8900
11/12/2013;4155;23660;9040
12/12/2013;4145;23580;9100
13/12/2013;4130;23500;9000
16/12/2013;3865;23860;8840
17/12/2013;3875;24020;9120
18/12/2013;3705;23620;9030
19/12/2013;3695;23640;9060
20/12/2013;3790;24940;8810
23/12/2013;3735;23900;8600
24/12/2013;3800;24160;8970
26/12/2013;3735;23400;8870
27/12/2013;3740;23620;8920
30/12/2013;3700;23440;9100
2/01/2014;3700;23600;9050
3/01/2014;3650;23400;8980
7/01/2014;3550;24100;8650
8/01/2014;3465;23540;8870
9/01/2014;3445;23560;8820
10/01/2014;3415;23500;8890
13/01/2014;3415;23100;8890
14/01/2014;3425;23100;8790
15/01/2014;3485;23380;8720
16/01/2014;3440;23240;8370
17/01/2014;3485;23300;8340
20/01/2014;3490;23260;8500
21/01/2014;3480;23520;8360
22/01/2014;3520;23700;8400
23/01/2014;3470;23540;8120
24/01/2014;3390;22800;8280
27/01/2014;3425;23000;8140
28/01/2014;3455;22760;7700
29/01/2014;3405;22620;7600
30/01/2014;3510;22160;7650
31/01/2014;3520;22220;7420
3/02/2014;3480;22100;7580
4/02/2014;3480;22300;7640
5/02/2014;3560;22220;7750
6/02/2014;3620;22700;7760
7/02/2014;3590;23200;7870
10/02/2014;3540;23000;7780
11/02/2014;3590;23400;7630
12/02/2014;3700;23180;7520
13/02/2014;3670;23160;7630
14/02/2014;3655;23140;7700
17/02/2014;3625;22900;7600
18/02/2014;3695;22900;7480
19/02/2014;3770;23100;7570
20/02/2014;3680;22720;7330
21/02/2014;3610;23440;7420
24/02/2014;3635;24220;7470
25/02/2014;3540;24080;7430
26/02/2014;3430;24340;7500
27/02/2014;3440;24800;7600
28/02/2014;3500;25460;7600
3/03/2014;3430;25260;7420
4/03/2014;3510;26000;7550
5/03/2014;3585;26160;7750
6/03/2014;3650;27000;7860
7/03/2014;3630;26280;7830
10/03/2014;3605;26260;7850
11/03/2014;3635;25980;8020
12/03/2014;3625;26700;8030
13/03/2014;3635;26000;8150
14/03/2014;3600;26380;8080
17/03/2014;3605;26480;8190
18/03/2014;3625;26440;8150
19/03/2014;3675;26120;8090
20/03/2014;3700;26340;8140
21/03/2014;3720;26100;8300
25/03/2014;3825;26240;8580
26/03/2014;3830;26400;8600
27/03/2014;3910;26700;8710
28/03/2014;3975;26980;8780
31/03/2014;4030;27440;8790
1/04/2014;4000;27460;8890
2/04/2014;4030;27200;9080
3/04/2014;4025;27680;9120
4/04/2014;3970;27560;9010
7/04/2014;3945;27200;8970
8/04/2014;3875;27300;9000
9/04/2014;3900;26720;9030
10/04/2014;3945;27300;9050
11/04/2014;3925;27340;9000
14/04/2014;3950;27320;9090
15/04/2014;3960;26780;8960
16/04/2014;3885;27180;9080
21/04/2014;3830;27180;8930
22/04/2014;3580;27300;8920
23/04/2014;3510;27180;8910
24/04/2014;3500;26620;8990
25/04/2014;3545;26720;8970
28/04/2014;3450;27040;8920
29/04/2014;3500;27240;8950
30/04/2014;3605;27400;9080
2/05/2014;3555;27240;9040
5/05/2014;3480;27320;8900
6/05/2014;3480;27280;8870
7/05/2014;3515;27200;9060
8/05/2014;3515;27300;9370
9/05/2014;3525;27140;9460
12/05/2014;3525;27220;9500
13/05/2014;3525;27200;9520
14/05/2014;3570;26880;9450
15/05/2014;3595;26340;9400
16/05/2014;3610;26480;9500
19/05/2014;3630;26040;9440
20/05/2014;3570;25820;9480
21/05/2014;3625;25960;9500
22/05/2014;3555;26300;9590
23/05/2014;3515;26620;9600
26/05/2014;3515;26400;9450
27/05/2014;3490;26200;9360
28/05/2014;3455;26140;9150
29/05/2014;3500;26140;9240
30/05/2014;3430;26520;9000
3/06/2014;3490;27300;9170
4/06/2014;3480;26940;9190
5/06/2014;3520;26900;9300
6/06/2014;3500;27100;9210
9/06/2014;3510;27340;9170
10/06/2014;3650;27700;9310
11/06/2014;3645;27680;9300
12/06/2014;3615;27560;9190
13/06/2014;3645;27500;9210
16/06/2014;3645;27960;9270
17/06/2014;3520;27940;9310
18/06/2014;3510;28000;9460
19/06/2014;3475;27880;9500
20/06/2014;3480;27900;9450
24/06/2014;3485;27700;9490
25/06/2014;3490;27480;9490
26/06/2014;3430;27260;9350
27/06/2014;3410;27500;9170
1/07/2014;3370;27360;9140
2/07/2014;3340;27340;9140
3/07/2014;3350;27360;9190
4/07/2014;3320;27460;9160
7/07/2014;3345;27400;9110
8/07/2014;3230;27600;9120
9/07/2014;3160;27400;9080
10/07/2014;3190;27300;9080
11/07/2014;3250;27300;9080
14/07/2014;3185;27620;9130
15/07/2014;3225;28180;9000
16/07/2014;3315;28200;8980
17/07/2014;3310;28400;8940
18/07/2014;3305;28300;9030
21/07/2014;3300;28340;9050
22/07/2014;3300;28340;9070
23/07/2014;3270;28760;9090
24/07/2014;3215;28980;9120
25/07/2014;3240;29160;9150
28/07/2014;3270;29960;9280
29/07/2014;3200;29600;9290
30/07/2014;3210;29600;9290
31/07/2014;3180;29000;9230
1/08/2014;3130;29480;9200
4/08/2014;3190;30080;9180
5/08/2014;3255;30000;9190
6/08/2014;3275;29500;9200
8/08/2014;3245;29640;9270
11/08/2014;3250;29980;9300
12/08/2014;3160;30300;9410
13/08/2014;3195;30440;9450
14/08/2014;3110;30680;9450
15/08/2014;3135;30600;9440
19/08/2014;3170;30600;9450
20/08/2014;3240;30700;9550
21/08/2014;3255;30740;9670
22/08/2014;3190;30340;9620
25/08/2014;3215;30420;9590
26/08/2014;3275;30000;9560
27/08/2014;3330;30000;9670
28/08/2014;3305;30000;9640
29/08/2014;3325;30400;9700
1/09/2014;3335;30400;9740
2/09/2014;3365;30680;9800
3/09/2014;3380;31000;9720
4/09/2014;3365;30700;9680
5/09/2014;3365;30600;9510
8/09/2014;3335;29940;9540
9/09/2014;3375;29100;9420
10/09/2014;3375;29400;9530
11/09/2014;3365;29240;9360
12/09/2014;3345;29460;9360
15/09/2014;3350;29340;9400
16/09/2014;3355;29300;9360
17/09/2014;3360;29200;9490
18/09/2014;3340;29380;9550
19/09/2014;3360;29400;9520
22/09/2014;3280;29540;9470
23/09/2014;3245;29020;9350
24/09/2014;3230;29140;9250
25/09/2014;3200;28620;9300
26/09/2014;3210;28820;9250
29/09/2014;3205;28800;9340
30/09/2014;3165;28660;9260
1/10/2014;3140;28400;9000
2/10/2014;3115;28000;8880
3/10/2014;3110;28840;9200
6/10/2014;3100;29000;9380
7/10/2014;3070;29000;9280
8/10/2014;2990;29240;9060
9/10/2014;3030;29520;9000
10/10/2014;2920;29040;8750
14/10/2014;2945;28920;8210
15/10/2014;2975;28240;8230
16/10/2014;3050;28360;8230
17/10/2014;3010;28880;8420
20/10/2014;3010;28880;8300
21/10/2014;3050;28720;8230
22/10/2014;2930;28480;8430
23/10/2014;2945;28500;8600
24/10/2014;2940;28200;8700
27/10/2014;2845;28220;8660
28/10/2014;2835;28600;8660
29/10/2014;2860;28500;8620
30/10/2014;2820;28780;8600
31/10/2014;2750;28920;8800
4/11/2014;2630;28860;8890
5/11/2014;2675;29200;9000
6/11/2014;2675;29740;9100
7/11/2014;2690;29600;9000
10/11/2014;2675;29980;8980
11/11/2014;2660;30080;8960
12/11/2014;2675;30220;8900
13/11/2014;2635;30200;8780
14/11/2014;2665;30020;8970
18/11/2014;2680;29860;8810
19/11/2014;2690;30080;8800
20/11/2014;2705;30100;8940
21/11/2014;2715;30340;8730
24/11/2014;2680;30100;8830
25/11/2014;2660;29800;8470
26/11/2014;2570;29700;8110
27/11/2014;2425;29240;8130
28/11/2014;2290;28640;8200
1/12/2014;2285;28860;8170
2/12/2014;2200;29000;8000
3/12/2014;2285;29500;8140
4/12/2014;2215;28500;8070
5/12/2014;2175;28800;8140
9/12/2014;2080;28800;8280
10/12/2014;1880;28400;7840
11/12/2014;1890;27340;7650
12/12/2014;1870;26480;7790
15/12/2014;1815;26260;7420
16/12/2014;1860;26700;7500
17/12/2014;1910;27800;7890
18/12/2014;1930;28180;8010
19/12/2014;2000;28040;8100
22/12/2014;2080;29280;8540
23/12/2014;2120;29200;8710
24/12/2014;2100;29060;8640
26/12/2014;2085;28460;8640
29/12/2014;2050;28380;8260
30/12/2014;2080;28640;8630
2/01/2015;1955;28480;8600
5/01/2015;1815;27820;7930
6/01/2015;1835;28180;7850
7/01/2015;1885;27960;7920
8/01/2015;1960;27380;8000
9/01/2015;1965;27320;8280
13/01/2015;1915;27980;7850
14/01/2015;1895;27260;7780
15/01/2015;1850;27320;7720
16/01/2015;1880;27000;7630
19/01/2015;1850;27160;7550
20/01/2015;1870;27380;7600
21/01/2015;1930;27400;7730
22/01/2015;1950;27700;8060
23/01/2015;2010;28000;7960
26/01/2015;2035;28560;7800
27/01/2015;2030;28580;8000
28/01/2015;1975;28340;7840
29/01/2015;1965;28420;7740
30/01/2015;1955;28880;7500
2/02/2015;2080;28420;7570
3/02/2015;2305;28220;7760
4/02/2015;2190;27940;7970
5/02/2015;2230;27940;8020
6/02/2015;2215;28000;8120
9/02/2015;2220;27640;7930
10/02/2015;2090;27560;7700
11/02/2015;2070;27300;7690
12/02/2015;2125;26660;7730
13/02/2015;2200;26760;7900
16/02/2015;2185;26680;7950
17/02/2015;2195;26480;7960
18/02/2015;2190;26620;7900
19/02/2015;2150;26600;7810
20/02/2015;2110;26400;7810
23/02/2015;2140;26460;7880
24/02/2015;2150;26000;7870
25/02/2015;2145;25960;7820
26/02/2015;2090;25940;7870
27/02/2015;2085;25800;7810
2/03/2015;2005;25400;7760
3/03/2015;1895;25480;7650
4/03/2015;1920;25300;7660
5/03/2015;1905;25000;7660
6/03/2015;1875;24200;7450
9/03/2015;1800;23800;7600
10/03/2015;1820;24060;7450
11/03/2015;1850;24160;7300
12/03/2015;1875;24620;7360
13/03/2015;1880;25180;7390
16/03/2015;1870;25600;7400
17/03/2015;1905;25600;7450
18/03/2015;1925;26100;7510
19/03/2015;1870;25940;7410
20/03/2015;1975;25500;7380
24/03/2015;1935;24360;7410
25/03/2015;1965;25100;7400
26/03/2015;1995;24980;7420
27/03/2015;1970;24800;7400
30/03/2015;1970;25060;7400
31/03/2015;1975;25400;7430
1/04/2015;2000;26000;7660
6/04/2015;2065;26300;7730
7/04/2015;2065;25940;7740
8/04/2015;2015;25800;7800
9/04/2015;2035;25980;7880
10/04/2015;2020;25960;7850
13/04/2015;2030;26360;7900
14/04/2015;2045;26680;7950
15/04/2015;2070;26580;7870
16/04/2015;2085;26400;7960
17/04/2015;2060;26280;7970
20/04/2015;2020;26080;7970
21/04/2015;1985;25920;7950
22/04/2015;2015;26500;7940
23/04/2015;2035;26900;8080
24/04/2015;2060;27400;8100
27/04/2015;2075;27560;8300
28/04/2015;2050;27760;8360
29/04/2015;2040;27460;8290
30/04/2015;2030;26060;8000
4/05/2015;2035;27100;8110
5/05/2015;2065;27480;8400
6/05/2015;2070;27240;8400
7/05/2015;1990;26920;8120
8/05/2015;1940;26760;8170
11/05/2015;1900;27220;8080
12/05/2015;1900;27180;8130
13/05/2015;1945;27220;8060
14/05/2015;1965;27360;8020
15/05/2015;1965;27440;8050
19/05/2015;1875;27900;8190
20/05/2015;1905;27900;8220
21/05/2015;1930;27300;8200
22/05/2015;1935;27060;8130
25/05/2015;1925;26900;8130
26/05/2015;1890;26600;8010
27/05/2015;1805;25980;7850
28/05/2015;1840;26000;7830
29/05/2015;1815;25900;8190
1/06/2015;1800;25580;8110
2/06/2015;1815;26100;7920
3/06/2015;1805;26080;7920
4/06/2015;1800;25640;7980
5/06/2015;1815;25940;7880
9/06/2015;1835;25500;7820
10/06/2015;1840;26000;7710
11/06/2015;1810;26740;7710
12/06/2015;1790;26660;7610
16/06/2015;1625;27660;7540
17/06/2015;1645;27560;7600
18/06/2015;1665;27760;7590
19/06/2015;1635;27420;7410
22/06/2015;1655;27720;7450
23/06/2015;1725;27920;7600
24/06/2015;1725;27500;7580
25/06/2015;1695;27120;7450
26/06/2015;1710;27600;7360
30/06/2015;1730;27900;7350
1/07/2015;1645;27500;7210
2/07/2015;1675;27360;7250
3/07/2015;1650;27120;7250
6/07/2015;1635;27000;7280
7/07/2015;1650;26900;7300
8/07/2015;1600;26660;7210
9/07/2015;1645;26760;7240
10/07/2015;1625;27700;7240
13/07/2015;1635;27360;7290
14/07/2015;1655;27560;7450
15/07/2015;1635;27600;7480
16/07/2015;1630;27600;7410
17/07/2015;1610;27400;7330
21/07/2015;1635;26800;7150
22/07/2015;1610;26900;7200
23/07/2015;1625;27200;7110
24/07/2015;1585;27300;7090
27/07/2015;1545;27220;6940
28/07/2015;1560;27360;6950
29/07/2015;1640;27940;7190
30/07/2015;1645;27700;7160
31/07/2015;1610;27660;7080
3/08/2015;1565;27680;7020
4/08/2015;1580;27700;7030
5/08/2015;1530;28000;7090
6/08/2015;1565;28000;7000
10/08/2015;1540;27720;7120
11/08/2015;1500;27300;7060
12/08/2015;1530;27320;7050
13/08/2015;1530;27240;6780
14/08/2015;1510;26760;6900
18/08/2015;1515;26020;6800
19/08/2015;1450;25080;6860
20/08/2015;1465;24840;6670
21/08/2015;1460;24100;6310
24/08/2015;1430;24200;5720
25/08/2015;1425;24400;5420
26/08/2015;1425;24920;5610
27/08/2015;1510;25800;6230
28/08/2015;1545;25980;6300
31/08/2015;1595;26380;6640
1/09/2015;1500;25700;6500
2/09/2015;1520;26200;6420
3/09/2015;1515;26420;6700
4/09/2015;1500;25800;6700
7/09/2015;1475;25720;6710
8/09/2015;1465;26240;6680
9/09/2015;1435;25600;7000
10/09/2015;1450;26160;7050
11/09/2015;1405;25700;7000
14/09/2015;1410;25980;7040
15/09/2015;1395;26080;7150
16/09/2015;1425;26560;7190
17/09/2015;1440;26140;7210
18/09/2015;1425;25800;7000
21/09/2015;1415;25420;6840
22/09/2015;1395;24640;6990
23/09/2015;1355;24160;7000
24/09/2015;1365;24840;6970
25/09/2015;1350;24440;7000
28/09/2015;1285;24500;6830
29/09/2015;1305;24460;6830
30/09/2015;1330;24960;7150
1/10/2015;1320;25000;7120
2/10/2015;1340;25240;7180
5/10/2015;1390;26000;7280
6/10/2015;1440;26700;7350
7/10/2015;1495;27620;7320
8/10/2015;1515;27680;7280
9/10/2015;1500;28000;7060
13/10/2015;1495;26900;7230
14/10/2015;1480;27200;7020
15/10/2015;1470;27120;6940
16/10/2015;1460;27100;7080
19/10/2015;1390;27200;6870
20/10/2015;1395;27180;6700
21/10/2015;1375;27300;6790
22/10/2015;1390;26940;6870
23/10/2015;1370;27100;6880
26/10/2015;1365;27100;6890
27/10/2015;1345;26680;6900
28/10/2015;1365;25620;7000
29/10/2015;1345;25380;6930
30/10/2015;1350;25120;6940
3/11/2015;1415;24460;7000
4/11/2015;1400;24720;7170
5/11/2015;1415;25080;7240
6/11/2015;1410;25180;7200
9/11/2015;1395;25080;7120
10/11/2015;1395;25160;7100
11/11/2015;1360;24760;7000
12/11/2015;1340;24580;6830
13/11/2015;1350;23860;6790
17/11/2015;1325;23060;6300
18/11/2015;1320;23100;6580
19/11/2015;1310;22860;6660
20/11/2015;1295;23400;6770
23/11/2015;1330;23440;6620
24/11/2015;1340;22860;6630
25/11/2015;1340;22400;6690
26/11/2015;1325;22700;6600
27/11/2015;1300;22320;6540
30/11/2015;1305;22400;6800
1/12/2015;1285;22300;6650
2/12/2015;1260;21500;6600
3/12/2015;1255;21040;6800
4/12/2015;1205;20700;6700
7/12/2015;1160;20380;6690
9/12/2015;1160;20420;6700
10/12/2015;1135;20400;6770
11/12/2015;1105;20500;6900
14/12/2015;1090;20300;6980
15/12/2015;1170;21020;6990
16/12/2015;1160;22600;7000
17/12/2015;1155;22780;7080
18/12/2015;1230;22500;7300
21/12/2015;1155;22000;7190
22/12/2015;1165;21900;7100
23/12/2015;1205;22780;7170
24/12/2015;1170;22520;7060
28/12/2015;1150;22120;7210
29/12/2015;1130;21940;7280
30/12/2015;1110;21600;7380
4/01/2016;1105;21280;7050
5/01/2016;1085;21760;7180
6/01/2016;1060;21200;7080
7/01/2016;1035;20760;7180
8/01/2016;1015;20840;7040
12/01/2016;955;20920;7170
13/01/2016;961;20960;7180
14/01/2016;987;22320;7200
15/01/2016;978;21100;6900
18/01/2016;881;20700;6870
19/01/2016;923;21600;7180
20/01/2016;914;22000;7130
21/01/2016;950;22400;7190
22/01/2016;1020;23280;7250
25/01/2016;958;22780;7090
26/01/2016;975;22740;7150
27/01/2016;990;22900;7160
28/01/2016;1020;23240;7240
29/01/2016;1030;23980;7360
1/02/2016;1020;24040;7490
2/02/2016;993;23740;7670
3/02/2016;1035;24560;7580
4/02/2016;1050;24460;7600
5/02/2016;1045;24740;7500
8/02/2016;1060;24620;7480
9/02/2016;1025;24460;7570
10/02/2016;1030;24420;7650
11/02/2016;1035;24120;7680
12/02/2016;1065;24760;7660
15/02/2016;1070;24780;7760
16/02/2016;1045;24760;7650
17/02/2016;1155;25100;7780
18/02/2016;1160;24820;7840
19/02/2016;1130;24600;7860
22/02/2016;1165;24740;7890
23/02/2016;1145;24660;7950
24/02/2016;1135;24460;7940
25/02/2016;1150;24400;7970
26/02/2016;1160;24760;7900
29/02/2016;1140;24740;7750
1/03/2016;1170;24880;8000
2/03/2016;1260;25200;8040
3/03/2016;1320;25700;8110
4/03/2016;1365;25700;8190
7/03/2016;1425;26260;8260
8/03/2016;1340;26200;8240
9/03/2016;1340;26400;8260
10/03/2016;1350;26400;8220
11/03/2016;1360;26800;8190
14/03/2016;1335;26520;8190
15/03/2016;1285;25900;8190
16/03/2016;1345;25400;8180
17/03/2016;1380;26020;8240
18/03/2016;1325;26200;8420
22/03/2016;1350;25680;8600
23/03/2016;1340;25460;8700
28/03/2016;1290;25300;8700
29/03/2016;1280;25080;8670
30/03/2016;1310;25540;8700
31/03/2016;1310;25880;8650
1/04/2016;1300;25520;8590
4/04/2016;1290;26100;8590
5/04/2016;1265;25600;8420
6/04/2016;1265;25780;8450
7/04/2016;1220;25780;8380
8/04/2016;1280;26020;8380
11/04/2016;1290;26340;8450
12/04/2016;1380;27280;8590
13/04/2016;1400;28060;8640
14/04/2016;1380;27800;8600
15/04/2016;1350;27780;8600
18/04/2016;1360;27500;8740
19/04/2016;1380;27920;8750
20/04/2016;1425;28400;8800
21/04/2016;1430;28500;8700
22/04/2016;1435;28460;8740
25/04/2016;1415;28280;8660
26/04/2016;1445;28240;8850
27/04/2016;1460;28300;8850
28/04/2016;1440;28180;8850
29/04/2016;1415;27080;8700
2/05/2016;1370;27160;8640
3/05/2016;1370;26800;8580
4/05/2016;1395;26580;8620
5/05/2016;1390;26020;8410
6/05/2016;1395;26220;8500
10/05/2016;1405;26980;8700
11/05/2016;1400;26800;8820
12/05/2016;1420;27020;8850
13/05/2016;1405;27120;8830
16/05/2016;1445;27340;8890
17/05/2016;1465;27040;8770
18/05/2016;1405;27300;8700
19/05/2016;1415;26900;8700
20/05/2016;1400;27000;8760
23/05/2016;1395;27200;8850
24/05/2016;1385;26680;8930
25/05/2016;1410;25760;8900
26/05/2016;1395;26080;8760
27/05/2016;1395;25640;8900
31/05/2016;1340;25280;8800
1/06/2016;1360;25360;8860
2/06/2016;1375;25440;8810
3/06/2016;1370;25720;8810
7/06/2016;1420;25200;8890
8/06/2016;1450;25980;8850
9/06/2016;1450;25900;8860
10/06/2016;1410;25440;8830
13/06/2016;1400;25300;8800
14/06/2016;1395;25140;8720
15/06/2016;1395;25280;8680
16/06/2016;1395;25400;8640
17/06/2016;1415;25520;8610
20/06/2016;1420;25700;8720
21/06/2016;1425;25720;8860
22/06/2016;1410;25780;8870
23/06/2016;1410;26200;8900
24/06/2016;1400;25680;8900
27/06/2016;1370;25300;8800
28/06/2016;1385;25340;8790
29/06/2016;1395;25620;8810
30/06/2016;1395;25480;8940
1/07/2016;1405;25700;8920
5/07/2016;1370;25400;8920
6/07/2016;1370;25420;9000
7/07/2016;1355;25380;8820
8/07/2016;1350;25320;8800
11/07/2016;1370;25540;8950
12/07/2016;1390;25780;9100
13/07/2016;1395;25780;9170
14/07/2016;1410;25860;9200
15/07/2016;1400;26040;9180
18/07/2016;1410;25980;9130
19/07/2016;1390;25960;9190
21/07/2016;1365;26000;9100
22/07/2016;1360;26160;9190
25/07/2016;1335;25860;9120
26/07/2016;1340;25800;9100
27/07/2016;1325;26120;9130
28/07/2016;1295;26000;9150
29/07/2016;1300;26300;9090
1/08/2016;1250;26020;9130
2/08/2016;1205;26080;9160
3/08/2016;1235;26300;9100
4/08/2016;1240;26360;9170
5/08/2016;1230;26500;9270
8/08/2016;1260;26500;9350
9/08/2016;1240;26900;9410
10/08/2016;1225;26960;9400
11/08/2016;1230;27180;9480
12/08/2016;1220;27180;9450
16/08/2016;1275;27380;9700
17/08/2016;1320;27320;9670
18/08/2016;1330;27180;9650
19/08/2016;1320;27720;9610
22/08/2016;1290;28080;9620
23/08/2016;1330;28180;9700
24/08/2016;1325;28280;9800
25/08/2016;1325;28360;9860
26/08/2016;1320;28640;9890
29/08/2016;1320;28560;9880
30/08/2016;1325;28640;9820
31/08/2016;1320;29100;9900
1/09/2016;1295;29260;9860
2/09/2016;1320;29880;9850
5/09/2016;1345;29780;9900
6/09/2016;1340;29760;9970
7/09/2016;1365;30200;10200
8/09/2016;1400;29940;10220
9/09/2016;1360;29780;9800
12/09/2016;1335;29700;9660
13/09/2016;1300;29220;9640
14/09/2016;1275;29020;9890
15/09/2016;1265;29280;9900
16/09/2016;1230;28200;10080
19/09/2016;1220;28200;9980
20/09/2016;1205;27720;10040
21/09/2016;1235;27600;9930
22/09/2016;1245;28000;10040
23/09/2016;1215;27800;10000
26/09/2016;1205;27680;9860
27/09/2016;1170;27260;9700
28/09/2016;1230;28320;9930
29/09/2016;1245;28100;9680
30/09/2016;1250;27940;9750
3/10/2016;1265;27640;9650
4/10/2016;1275;27800;9740
5/10/2016;1310;27820;9660
6/10/2016;1325;27640;9720
7/10/2016;1315;28060;9790
10/10/2016;1340;27800;9740
11/10/2016;1325;28180;9850
12/10/2016;1315;28040;9840
13/10/2016;1325;28280;9820
14/10/2016;1315;28100;9900
18/10/2016;1345;28300;9930
19/10/2016;1370;28460;9930
20/10/2016;1340;28600;9930
21/10/2016;1345;28660;9940
24/10/2016;1340;28660;9900
25/10/2016;1330;28440;9960
26/10/2016;1335;28540;9970
27/10/2016;1340;28500;10000
28/10/2016;1315;28600;10000
31/10/2016;1310;28540;9990
1/11/2016;1330;29140;10060
2/11/2016;1310;29060;10160
3/11/2016;1300;29060;10200
4/11/2016;1300;28520;10100
8/11/2016;1310;28680;10160
9/11/2016;1325;28380;10240
10/11/2016;1280;27520;9940
11/11/2016;1270;27140;9800
15/11/2016;1295;26860;9740
16/11/2016;1275;26900;9820
17/11/2016;1280;26820;9950
18/11/2016;1280;26820;9930
21/11/2016;1315;26500;9950
22/11/2016;1315;26120;9950
23/11/2016;1300;26500;9990
24/11/2016;1300;26400;9940
25/11/2016;1290;26140;9940
28/11/2016;1285;25900;9950
29/11/2016;1240;25640;9900
30/11/2016;1320;26000;9900
1/12/2016;1325;26320;10000
2/12/2016;1320;26600;10100
5/12/2016;1315;26820;10160
6/12/2016;1315;26860;10200
7/12/2016;1305;26820;10260
9/12/2016;1320;26980;10180
12/12/2016;1345;27000;10060
13/12/2016;1350;27300;10060
14/12/2016;1340;26900;9970
15/12/2016;1350;27800;9960
16/12/2016;1380;27680;9980
19/12/2016;1385;27240;9970
20/12/2016;1385;27100;9980
21/12/2016;1380;26980;9900
22/12/2016;1355;27200;9850
23/12/2016;1335;26940;9820
26/12/2016;1355;27180;9840
27/12/2016;1365;26920;9910
28/12/2016;1380;27460;9980
29/12/2016;1380;27180;9980
2/01/2017;1360;27120;9930
3/01/2017;1380;27640;9960
4/01/2017;1400;27860;10080
5/01/2017;1415;27840;10140
6/01/2017;1395;27840;10180
10/01/2017;1390;28280;10140
11/01/2017;1410;28380;10120
12/01/2017;1400;28180;10100
13/01/2017;1405;27920;10120
16/01/2017;1400;27700;10060
17/01/2017;1400;27720;10080
18/01/2017;1390;27840;10160
19/01/2017;1395;27660;10140
20/01/2017;1385;27660;10140
23/01/2017;1400;27660;10140
24/01/2017;1400;27740;10200
25/01/2017;1385;27780;10260
26/01/2017;1390;28160;10400
27/01/2017;1390;27780;10520
30/01/2017;1370;27620;10500
31/01/2017;1375;27560;10560
1/02/2017;1395;27580;10480
2/02/2017;1390;27840;10540
3/02/2017;1385;27800;10640
6/02/2017;1375;27800;10760
7/02/2017;1355;27480;10620
8/02/2017;1355;27280;10520
9/02/2017;1355;27220;10600
10/02/2017;1380;27240;10560
13/02/2017;1375;27300;10740
14/02/2017;1365;26840;10600
15/02/2017;1365;27300;10700
16/02/2017;1360;27640;10800
17/02/2017;1350;27340;10840
20/02/2017;1355;27400;10760
21/02/2017;1345;27200;10780
22/02/2017;1310;27400;10800
23/02/2017;1335;27820;10980
24/02/2017;1320;27240;11260
27/02/2017;1335;27680;11220
28/02/2017;1320;27300;11200
1/03/2017;1310;27520;11440
2/03/2017;1315;27400;11380
3/03/2017;1320;27580;11320
6/03/2017;1320;27640;11340
7/03/2017;1330;27540;11340
8/03/2017;1295;27600;11420
9/03/2017;1310;27400;11340
10/03/2017;1315;27600;11360
13/03/2017;1315;27880;11400
14/03/2017;1290;27100;11240
15/03/2017;1315;27360;11340
16/03/2017;1320;27660;11380
17/03/2017;1300;27560;11480
21/03/2017;1325;27880;11680
22/03/2017;1320;28500;11580
23/03/2017;1320;28500;11660
24/03/2017;1315;28460;11560
27/03/2017;1305;28780;11540
28/03/2017;1325;29140;11560
29/03/2017;1340;28800;11520
30/03/2017;1340;29060;11600
31/03/2017;1350;28700;11600
3/04/2017;1350;29100;11540
4/04/2017;1355;29080;11520
5/04/2017;1350;29200;11580
6/04/2017;1355;28860;11520
7/04/2017;1365;28700;11620
10/04/2017;1385;29060;11640
11/04/2017;1390;29040;11600
12/04/2017;1400;28720;11700
17/04/2017;1370;28920;11660
18/04/2017;1375;28560;11660
19/04/2017;1375;28000;11500
20/04/2017;1380;28220;11420
21/04/2017;1365;28360;11440
24/04/2017;1360;28660;11540
25/04/2017;1365;29000;11560
26/04/2017;1380;28960;11640
27/04/2017;1340;28500;11640
28/04/2017;1360;28720;11660
2/05/2017;1335;29280;11700
3/05/2017;1355;29160;11680
4/05/2017;1345;29560;11560
5/05/2017;1365;29660;11640
8/05/2017;1385;30200;11860
9/05/2017;1380;30680;11860
10/05/2017;1380;31140;12180
11/05/2017;1375;31460;12280
12/05/2017;1445;31600;12400
15/05/2017;1480;31800;12680
16/05/2017;1450;32160;12580
17/05/2017;1410;31880;12660
18/05/2017;1410;31660;12640
19/05/2017;1435;32140;12240
22/05/2017;1425;32040;12620
23/05/2017;1420;32200;13000
24/05/2017;1405;32260;13320
25/05/2017;1390;32000;13480
