Fecha;COLCAP
22/08/2011;1576,18
23/08/2011;1605,45
24/08/2011;1609,82
25/08/2011;1598,34
26/08/2011;1604,16
29/08/2011;1633,69
30/08/2011;1640,97
31/08/2011;1642,53
1/09/2011;1642,9
2/09/2011;1642,54
5/09/2011;1610,98
6/09/2011;1634,33
7/09/2011;1646,88
8/09/2011;1645,06
9/09/2011;1631,87
12/09/2011;1629,9
13/09/2011;1634,16
14/09/2011;1640,37
15/09/2011;1659,03
16/09/2011;1684,37
19/09/2011;1680,37
20/09/2011;1676,51
21/09/2011;1656,33
22/09/2011;1607,91
23/09/2011;1593,69
26/09/2011;1584,3
27/09/2011;1593,65
28/09/2011;1586,55
29/09/2011;1602,97
30/09/2011;1584,75
3/10/2011;1550,95
4/10/2011;1567,69
5/10/2011;1578,7
6/10/2011;1589,68
7/10/2011;1583,86
10/10/2011;1602,25
11/10/2011;1596,7
12/10/2011;1610,92
13/10/2011;1612,34
14/10/2011;1618,42
18/10/2011;1627,69
19/10/2011;1615,59
20/10/2011;1619,15
21/10/2011;1627,27
24/10/2011;1634,43
25/10/2011;1620,98
26/10/2011;1623,33
27/10/2011;1639,95
28/10/2011;1636,5
31/10/2011;1622,23
1/11/2011;1597,17
2/11/2011;1595,2
3/11/2011;1609,71
4/11/2011;1600,14
8/11/2011;1606,91
9/11/2011;1581,37
10/11/2011;1573,5
11/11/2011;1582,14
15/11/2011;1579,39
16/11/2011;1571,96
17/11/2011;1570,15
18/11/2011;1562,55
21/11/2011;1545,32
22/11/2011;1536,74
23/11/2011;1496,65
24/11/2011;1492,3
25/11/2011;1482,59
28/11/2011;1512,95
29/11/2011;1525,05
30/11/2011;1561,07
1/12/2011;1575,56
2/12/2011;1586,85
5/12/2011;1574,81
6/12/2011;1544,21
7/12/2011;1576,49
9/12/2011;1577,86
12/12/2011;1572,06
13/12/2011;1568,09
14/12/2011;1543,97
15/12/2011;1541,9
16/12/2011;1571,89
19/12/2011;1561,06
20/12/2011;1579,47
21/12/2011;1586,41
22/12/2011;1599,74
23/12/2011;1600,4
26/12/2011;1592,11
27/12/2011;1584,91
28/12/2011;1589,38
29/12/2011;1571,55
2012/01/0/2;1577,71
2012/01/0/3;1601,87
2012/01/0/4;1606,48
2012/01/0/5;1606,09
2012/01/0/6;1599,69
2012/01/1/0;1618,88
2012/01/1/1;1609,94
2012/01/1/2;1585,81
2012/01/1/3;1592,82
2012/01/1/6;1578,22
2012/01/1/7;1597,95
2012/01/1/8;1613,67
2012/01/1/9;1606,49
20/01/2012;1607,26
23/01/2012;1609,92
24/01/2012;1605,29
25/01/2012;1602,73
26/01/2012;1601,27
27/01/2012;1595,77
30/01/2012;1614,01
31/01/2012;1633,62
1/02/2012;1634
2/02/2012;1642,73
3/02/2012;1643,43
6/02/2012;1642,15
7/02/2012;1649,71
8/02/2012;1655,43
9/02/2012;1658,67
10/02/2012;1657,28
13/02/2012;1669,47
14/02/2012;1674,22
15/02/2012;1677,16
16/02/2012;1705,02
17/02/2012;1710,76
20/02/2012;1714,26
21/02/2012;1700,22
22/02/2012;1703,29
23/02/2012;1720,51
24/02/2012;1718,51
27/02/2012;1706,7
28/02/2012;1698,81
29/02/2012;1730,46
1/03/2012;1740,64
2/03/2012;1739,94
5/03/2012;1735,25
6/03/2012;1707,85
7/03/2012;1712,59
8/03/2012;1724,74
9/03/2012;1724,62
12/03/2012;1718,86
13/03/2012;1747,23
14/03/2012;1740,55
15/03/2012;1739,08
16/03/2012;1705
20/03/2012;1713,25
21/03/2012;1714,28
22/03/2012;1706,08
23/03/2012;1732,23
26/03/2012;1747,8
27/03/2012;1736,81
28/03/2012;1737,36
29/03/2012;1751,47
30/03/2012;1743,63
2/04/2012;1741,76
3/04/2012;1741,87
4/04/2012;1742,9
9/04/2012;1744,02
10/04/2012;1739,48
11/04/2012;1755,43
12/04/2012;1756,27
13/04/2012;1748,7
16/04/2012;1761,03
17/04/2012;1765,55
18/04/2012;1762,93
19/04/2012;1750,7
20/04/2012;1754,56
23/04/2012;1746,29
24/04/2012;1736,95
25/04/2012;1749,43
26/04/2012;1759,62
27/04/2012;1769,49
30/04/2012;1785,66
2/05/2012;1814,12
3/05/2012;1812,08
4/05/2012;1799,25
7/05/2012;1802,34
8/05/2012;1796,45
9/05/2012;1793,63
10/05/2012;1779,53
11/05/2012;1775,8
14/05/2012;1740,03
15/05/2012;1733,67
16/05/2012;1737,27
17/05/2012;1707,1
18/05/2012;1715,45
22/05/2012;1732,77
23/05/2012;1727,34
24/05/2012;1720,08
25/05/2012;1713,33
28/05/2012;1701,09
29/05/2012;1712,03
30/05/2012;1693,06
31/05/2012;1726,55
1/06/2012;1680,44
4/06/2012;1664,04
5/06/2012;1660,65
6/06/2012;1673,34
7/06/2012;1676,44
8/06/2012;1672,84
12/06/2012;1656,57
13/06/2012;1653,02
14/06/2012;1665,18
15/06/2012;1649,5
19/06/2012;1676,53
20/06/2012;1686,6
21/06/2012;1638,93
22/06/2012;1633,51
25/06/2012;1593,97
26/06/2012;1595,32
27/06/2012;1626,87
28/06/2012;1610,49
29/06/2012;1640,01
3/07/2012;1669,72
4/07/2012;1666,75
5/07/2012;1673,3
6/07/2012;1667,44
9/07/2012;1660,33
10/07/2012;1654,13
11/07/2012;1666,08
12/07/2012;1644,65
13/07/2012;1657,84
16/07/2012;1655,1
17/07/2012;1660,46
18/07/2012;1665,54
19/07/2012;1671,02
23/07/2012;1658,12
24/07/2012;1658,8
25/07/2012;1642,76
26/07/2012;1650,02
27/07/2012;1684,97
30/07/2012;1683,09
31/07/2012;1673,87
1/08/2012;1668,16
2/08/2012;1651,66
3/08/2012;1644,62
6/08/2012;1638,69
8/08/2012;1612,62
9/08/2012;1652,22
10/08/2012;1661,68
13/08/2012;1656,32
14/08/2012;1667,12
15/08/2012;1678,45
16/08/2012;1684,47
17/08/2012;1686,75
21/08/2012;1673,75
22/08/2012;1677,78
23/08/2012;1679
24/08/2012;1672,59
27/08/2012;1675,66
28/08/2012;1683,2
29/08/2012;1675,2
30/08/2012;1667,96
31/08/2012;1668,5
3/09/2012;1667,1
4/09/2012;1655,2
5/09/2012;1650,16
6/09/2012;1680,96
7/09/2012;1689,54
10/09/2012;1683,06
11/09/2012;1685,2
12/09/2012;1683,19
13/09/2012;1695,77
14/09/2012;1708,52
17/09/2012;1681,37
18/09/2012;1688,66
19/09/2012;1705,1
20/09/2012;1703,79
21/09/2012;1709,38
24/09/2012;1696,13
25/09/2012;1686,1
26/09/2012;1683,52
27/09/2012;1695,75
28/09/2012;1681,08
1/10/2012;1683,4
2/10/2012;1695,46
3/10/2012;1692,75
4/10/2012;1703,7
5/10/2012;1704,62
8/10/2012;1702,03
9/10/2012;1695,89
10/10/2012;1698,16
11/10/2012;1700,28
12/10/2012;1706,5
16/10/2012;1721,62
17/10/2012;1753,63
18/10/2012;1775,3
19/10/2012;1780,11
22/10/2012;1795,74
23/10/2012;1790,49
24/10/2012;1795,58
25/10/2012;1832,14
26/10/2012;1830,06
29/10/2012;1835,82
30/10/2012;1813,4
31/10/2012;1809,93
1/11/2012;1771,46
2/11/2012;1754,39
6/11/2012;1742,77
7/11/2012;1700,88
8/11/2012;1745,4
9/11/2012;1749,79
13/11/2012;1743,09
14/11/2012;1730,7
15/11/2012;1741,54
16/11/2012;1739,37
19/11/2012;1743,83
20/11/2012;1743,33
21/11/2012;1748,26
22/11/2012;1746
23/11/2012;1743,39
26/11/2012;1735,06
27/11/2012;1733,01
28/11/2012;1738,19
29/11/2012;1747,27
30/11/2012;1759,53
3/12/2012;1767,42
4/12/2012;1773,75
5/12/2012;1792,97
6/12/2012;1796,93
7/12/2012;1800,19
10/12/2012;1803,63
11/12/2012;1814,31
12/12/2012;1818,73
